-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST,,,,,,,,,,,,
Location: Latitude  29.7807   Longitude 40.0982 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 685.2 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) ,,,,,,,,,,,,
T2M                     MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) ,,,,,,,,,,,,
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PS                      MERRA-2 Surface Pressure (kPa) ,,,,,,,,,,,,
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UV_INDEX,T2M,PRECTOTCORR,ALLSKY_KT,CLRSKY_SFC_PAR_TOT,RH2M,PS,PSC
2021,10,18,21,0,0,22.27,0,-999,0,28.81,93.68,101.35
2021,10,18,22,0,0,21.39,0,-999,0,30.23,93.7,101.39
2021,10,18,23,0,0,20.56,0,-999,0,31.38,93.7,101.42
2021,10,19,0,0,0,19.73,0,-999,0,32.31,93.69,101.43
2021,10,19,1,0,0,18.91,0,-999,0,33.11,93.68,101.44
2021,10,19,2,0,0,18.13,0,-999,0,34.04,93.67,101.45
2021,10,19,3,0,0,17.38,0,-999,0,35.31,93.66,101.46
2021,10,19,4,0,0,16.73,0,-999,0,36.88,93.66,101.48
2021,10,19,5,0,0,16.17,0,-999,0,38.71,93.68,101.52
2021,10,19,6,13.98,0.03,15.7,0,0.29,6.05,40.92,93.72,101.57
2021,10,19,7,165.6,0.28,17.72,0,0.52,73.05,37.27,93.77,101.57
2021,10,19,8,378.02,1.5,20.34,0,0.65,168.3,32.1,93.83,101.56
2021,10,19,9,573.1,3.5,24.16,0,0.71,255.53,23.9,93.85,101.48
2021,10,19,10,718.6,5.62,27.57,0,0.75,319.73,19.2,93.83,101.37
2021,10,19,11,793.08,7.05,29.3,0,0.76,353.81,18.17,93.8,101.29
2021,10,19,12,791.58,7,30.4,0,0.76,352.88,17.46,93.74,101.2
2021,10,19,13,721,5.72,31.08,0,0.74,321.78,16.89,93.68,101.12
2021,10,19,14,584.83,3.65,31.29,0,0.71,260.23,16.84,93.65,101.09
2021,10,19,15,378.67,1.65,30.92,0,0.62,174.8,17.53,93.64,101.09
2021,10,19,16,167.4,0.38,29.81,0,0.49,79.37,19.4,93.66,101.13
2021,10,19,17,19.83,0.03,27.2,0,0.3,8.45,24.04,93.71,101.25
2021,10,19,18,0,0,24.4,0,-999,0,30.55,93.78,101.4
2021,10,19,19,0,0,23.37,0,-999,0,34.29,93.84,101.49
2021,10,19,20,0,0,22.43,0,-999,0,36.37,93.88,101.56
2021,10,19,21,0,0,21.47,0,-999,0,36.23,93.9,101.61
2021,10,19,22,0,0,20.47,0,-999,0,34.99,93.91,101.65
2021,10,19,23,0,0,19.51,0,-999,0,33.83,93.91,101.67
2021,10,20,0,0,0,18.78,0,-999,0,33.11,93.9,101.68
2021,10,20,1,0,0,18.16,0,-999,0,33.21,93.91,101.71
2021,10,20,2,0,0,17.57,0,-999,0,34.16,93.9,101.72
2021,10,20,3,0,0,16.97,0,-999,0,35.56,93.9,101.74
2021,10,20,4,0,0,16.3,0,-999,0,37.52,93.92,101.77
2021,10,20,5,0,0,15.65,0,-999,0,40.22,93.95,101.82
2021,10,20,6,13.27,0.03,15.06,0,0.28,5.68,43.99,93.99,101.88
2021,10,20,7,161.07,0.28,16.61,0,0.51,70.87,42.64,94.05,101.91
2021,10,20,8,372.3,1.48,18.84,0,0.64,165.59,39.42,94.1,101.9
2021,10,20,9,567.8,3.45,23.39,0,0.71,253.38,28.87,94.11,101.79
2021,10,20,10,711.53,5.57,25.61,0,0.75,317.73,24.63,94.09,101.7
2021,10,20,11,791.95,7.03,26.98,0,0.76,352.54,22.58,94.04,101.62
2021,10,20,12,805.62,7.43,28,0,0.77,361.36,21.02,93.97,101.51
2021,10,20,13,738.6,6.07,28.78,0,0.77,330.6,19.81,93.91,101.43
2021,10,20,14,538.78,3.62,29.19,0,0.66,269.32,19.19,93.88,101.38
2021,10,20,15,318.1,1.5,29.1,0,0.53,183.72,19.21,93.87,101.37
2021,10,20,16,124.15,0.3,28.4,0,0.37,85.5,20.13,93.87,101.4
2021,10,20,17,10.95,0.03,25.93,0,0.18,8.58,23.72,93.89,101.48
2021,10,20,18,0,0,23.27,0,-999,0,28.66,93.93,101.6
2021,10,20,19,0,0,22.34,0,-999,0,31.5,93.98,101.67
2021,10,20,20,0,0,21.45,0,-999,0,34.44,94.01,101.73
2021,10,20,21,0,0,20.68,0,-999,0,36.67,94.02,101.76
2021,10,20,22,0,0,20.01,0,-999,0,37.77,94.02,101.78
2021,10,20,23,0,0,19.37,0,-999,0,37.97,94.02,101.8
2021,10,21,0,0,0,18.7,0,-999,0,38.48,94.03,101.82
2021,10,21,1,0,0,17.98,0,-999,0,39.89,94.03,101.84
2021,10,21,2,0,0,17.28,0,-999,0,41.7,94.03,101.87
2021,10,21,3,0,0,16.61,0,-999,0,43.66,94.03,101.89
2021,10,21,4,0,0,15.98,0,-999,0,45.55,94.05,101.92
2021,10,21,5,0,0,15.37,0,-999,0,47.38,94.09,101.98
2021,10,21,6,13.5,0.03,14.82,0,0.3,5.65,49.2,94.13,102.05
2021,10,21,7,169.32,0.28,16.39,0,0.55,74,44.6,94.19,102.06
2021,10,21,8,383.48,1.48,18.74,0,0.67,170.55,38.33,94.24,102.05
2021,10,21,9,576.03,3.47,22.06,0,0.73,257.26,31.06,94.25,101.98
2021,10,21,10,720.12,5.57,24.7,0,0.76,320.5,26.43,94.24,101.88
2021,10,21,11,739.71,-999,26.28,0,0.72,334.46,24.14,94.18,101.79
2021,10,21,12,778.88,6.65,27.29,0,0.75,346.11,22.81,94.12,101.69
2021,10,21,13,710.97,5.4,27.91,0,0.74,314.76,21.91,94.05,101.6
2021,10,21,14,510.62,3.17,28.14,0,0.63,252.55,21.41,94.01,101.55
2021,10,21,15,295.4,1.3,27.96,0,0.5,167.4,21.39,93.98,101.52
2021,10,21,16,113.57,0.25,27.26,0,0.34,74.2,22.11,93.97,101.53
2021,10,21,17,10.05,0,24.76,0,0.17,7.3,25.73,93.97,101.59
2021,10,21,18,0,0,22.14,0,-999,0,30.76,93.98,101.68
2021,10,21,19,0,0,21.57,0,-999,0,32.62,94,101.72
2021,10,21,20,0,0,20.89,0,-999,0,34.5,94.02,101.76
2021,10,21,21,0,0,20.06,0,-999,0,36.51,94.03,101.79
2021,10,21,22,0,0,19.24,0,-999,0,38.48,94.02,101.8
2021,10,21,23,0,0,18.46,0,-999,0,40.46,94,101.8
2021,10,22,0,0,0,17.68,0,-999,0,42.49,93.98,101.8
2021,10,22,1,0,0,16.89,0,-999,0,44.58,93.96,101.8
2021,10,22,2,0,0,16.15,0,-999,0,46.4,93.95,101.81
2021,10,22,3,0,0,15.44,0,-999,0,48.04,93.95,101.83
2021,10,22,4,0,0,14.72,0,-999,0,49.52,93.97,101.87
2021,10,22,5,0,0,14.12,0,-999,0,50.75,94,101.92
2021,10,22,6,12.02,0,13.62,0,0.28,5,51.78,94.04,101.98
2021,10,22,7,152,0.25,14.75,0,0.5,65.9,47.96,94.08,101.99
2021,10,22,8,357.48,1.35,17.01,0,0.63,157.3,41.45,94.13,101.98
2021,10,22,9,549.95,3.17,21.08,0,0.7,243.4,32.04,94.14,101.88
2021,10,22,10,692.9,5.15,24.7,0,0.73,306.97,26.25,94.11,101.75
2021,10,22,11,773.22,6.47,26.84,0,0.75,341.3,23.07,94.05,101.63
2021,10,22,12,737.86,-999,28.39,0,0.72,333.63,20.78,93.97,101.5
2021,10,22,13,726.22,5.68,29.42,0,0.76,322,19.2,93.89,101.39
2021,10,22,14,559.47,-999,29.95,0,0.7,253.7,18.18,93.83,101.31
2021,10,22,15,390.85,-999,29.97,0,0.66,178.13,17.69,93.78,101.26
2021,10,22,16,183.46,-999,29.38,0,0.56,85.19,17.93,93.75,101.24
2021,10,22,17,0.01,-999,25.68,0,0,14.8,22.44,93.74,101.32
2021,10,22,18,0,0,22.95,0,-999,0,27.14,93.77,101.43
2021,10,22,19,0,0,22.18,0,-999,0,28.9,93.83,101.51
2021,10,22,20,0,0,21.3,0,-999,0,30.57,93.87,101.58
2021,10,22,21,0,0,20.23,0,-999,0,32.47,93.89,101.63
2021,10,22,22,0,0,19.15,0,-999,0,34.38,93.89,101.66
2021,10,22,23,0,0,18.16,0,-999,0,36.36,93.87,101.67
2021,10,23,0,0,-999,17.28,0,-999,0,38.35,93.85,101.67
2021,10,23,1,0,-999,16.5,0,-999,0,40.28,93.83,101.67
2021,10,23,2,0,0,15.78,0,-999,0,42.25,93.81,101.66
2021,10,23,3,0,-999,15.14,0,-999,0,44.1,93.78,101.66
2021,10,23,4,0,-999,14.55,0,-999,0,45.8,93.77,101.66
2021,10,23,5,0,-999,13.98,0,-999,0,47.53,93.78,101.69
2021,10,23,6,0.01,-999,13.46,0,0,12.85,49.37,93.81,101.73
2021,10,23,7,163.54,-999,14.92,0,0.54,76.27,45.02,93.85,101.73
2021,10,23,8,372.94,-999,17.27,0,0.66,170.11,38.92,93.88,101.7
2021,10,23,9,544.6,-999,20.95,0,0.69,247.03,31,93.89,101.61
2021,10,23,10,724.45,5.53,24.26,0,0.77,320.27,25.25,93.86,101.5
2021,10,23,11,731.22,-999,27.11,0,0.72,330.65,20.73,93.81,101.36
2021,10,23,12,781.08,6.53,29.06,0,0.76,344.02,17.52,93.75,101.25
2021,10,23,13,713.47,5.3,30.3,0,0.75,313.48,15.4,93.68,101.13
2021,10,23,14,533.6,3.22,30.98,0,0.67,252.52,14.14,93.62,101.05
2021,10,23,15,328.52,1.35,30.9,0,0.56,168.27,13.86,93.59,101.03
2021,10,23,16,141.15,0.28,29.93,0,0.44,74.67,14.73,93.6,101.06
2021,10,23,17,13.73,0.03,26.2,0,0.26,6.68,18.92,93.62,101.18
2021,10,23,18,0,0,23.31,0,-999,0,23.65,93.67,101.31
2021,10,23,19,0,0,22.08,0,-999,0,26.51,93.72,101.4
2021,10,23,20,0,0,21.13,0,-999,0,28.82,93.75,101.46
2021,10,23,21,0,0,20.37,0,-999,0,30.89,93.77,101.49
2021,10,23,22,0,0,19.6,0,-999,0,32.86,93.77,101.51
2021,10,23,23,0,0,18.73,0,-999,0,34.42,93.78,101.55
2021,10,24,0,0,0,17.85,0,-999,0,34.54,93.77,101.57
2021,10,24,1,0,0,17.03,0,-999,0,34.29,93.76,101.58
2021,10,24,2,0,0,16.28,0,-999,0,34.5,93.74,101.58
2021,10,24,3,0,0,15.62,0,-999,0,35.22,93.73,101.58
2021,10,24,4,0,0,15.04,0,-999,0,36.38,93.72,101.59
2021,10,24,5,0,0,14.5,0,-999,0,37.86,93.75,101.63
2021,10,24,6,11.4,0,13.94,0,0.29,4.7,40.03,93.78,101.69
2021,10,24,7,158.38,0.22,15.55,0,0.53,68.47,37.29,93.83,101.69
2021,10,24,8,371,1.3,17.97,0,0.66,162.92,33.23,93.87,101.67
2021,10,24,9,564.85,3.12,21.46,0,0.72,249.05,26.99,93.89,101.6
2021,10,24,10,707.12,5.05,24.77,0,0.76,311.95,21.42,93.86,101.48
2021,10,24,11,787.17,6.32,26.5,0,0.77,345.82,18.15,93.82,101.39
2021,10,24,12,790.4,6.38,27.57,0,0.77,346.88,15.9,93.76,101.3
2021,10,24,13,690.28,5.07,28.22,0,0.73,315.3,14.28,93.71,101.22
2021,10,24,14,534.75,3.12,28.49,0,0.67,254.6,13.09,93.68,101.18
2021,10,24,15,340.02,1.33,28.24,0,0.59,169.72,12.5,93.67,101.19
2021,10,24,16,148.25,0.25,27.38,0,0.47,74.53,12.53,93.68,101.21
2021,10,24,17,13.93,0.03,24.44,0,0.28,6.31,14.57,93.69,101.3
2021,10,24,18,0,0,22.29,0,-999,0,16.48,93.72,101.39
2021,10,24,19,0,0,21.12,0,-999,0,18.12,93.74,101.45
2021,10,24,20,0,0,19.71,0,-999,0,20.89,93.75,101.5
2021,10,24,21,0,0,18.26,0,-999,0,25.01,93.75,101.54
2021,10,24,22,0,0,17.14,0,-999,0,30.21,93.73,101.55
2021,10,24,23,0,0,16.31,0,-999,0,35.64,93.71,101.55
2021,10,25,0,0,0,15.58,0,-999,0,40.38,93.7,101.55
2021,10,25,1,0,0,14.9,0,-999,0,43.5,93.69,101.56
2021,10,25,2,0,0,14.23,0,-999,0,46.16,93.67,101.56
2021,10,25,3,0,0,13.59,0,-999,0,48.6,93.67,101.57
2021,10,25,4,0,0,12.96,0,-999,0,51.04,93.67,101.6
2021,10,25,5,0,0,12.39,0,-999,0,53.53,93.71,101.65
2021,10,25,6,10.8,0,11.86,0,0.29,4.38,55.78,93.76,101.73
2021,10,25,7,153.62,0.2,13.38,0,0.52,65.58,50.61,93.82,101.74
2021,10,25,8,364.23,1.23,15.69,0,0.65,158.48,43.7,93.87,101.73
2021,10,25,9,557.92,2.97,18.96,0,0.72,244.5,35.47,93.88,101.66
2021,10,25,10,702.8,4.82,23.68,0,0.75,307.93,22.97,93.85,101.5
2021,10,25,11,776.7,6.05,26.41,0,0.77,341.18,17.11,93.8,101.37
2021,10,25,12,779.55,6.1,27.52,0,0.77,342.6,16.14,93.73,101.26
2021,10,25,13,710.47,4.95,28.23,0,0.76,311.88,15.67,93.66,101.17
2021,10,25,14,511.92,2.92,28.54,0,0.65,251.03,15.42,93.6,101.1
2021,10,25,15,296.05,1.15,28.4,0,0.52,166.89,15.47,93.58,101.08
2021,10,25,16,111.12,0.2,27.75,0,0.36,73.02,15.94,93.58,101.09
2021,10,25,17,8.05,0,24.8,0,0.17,5.9,18.88,93.6,101.19
2021,10,25,18,0,0,21.96,0,-999,0,22.31,93.63,101.31
2021,10,25,19,0,0,20.69,0,-999,0,23.82,93.67,101.38
2021,10,25,20,0,0,19.7,0,-999,0,25,93.69,101.43
2021,10,25,21,0,0,18.78,0,-999,0,26.34,93.71,101.48
2021,10,25,22,0,0,17.93,0,-999,0,27.86,93.71,101.5
2021,10,25,23,0,0,17.17,0,-999,0,29.68,93.7,101.51
2021,10,26,0,0,0,16.46,0,-999,0,32.09,93.69,101.52
2021,10,26,1,0,0,15.76,0,-999,0,34.81,93.68,101.53
2021,10,26,2,0,0,15.07,0,-999,0,37.34,93.67,101.54
2021,10,26,3,0,0,14.42,0,-999,0,39.58,93.66,101.55
2021,10,26,4,0,0,13.83,0,-999,0,41.59,93.65,101.55
2021,10,26,5,0,0,13.31,0,-999,0,43.61,93.66,101.57
2021,10,26,6,10.43,0,12.82,0,0.29,4.2,45.44,93.67,101.6
2021,10,26,7,155.5,0.2,14.45,0,0.54,66.58,41.16,93.71,101.59
2021,10,26,8,368.23,1.2,17.05,0,0.66,160.75,35.01,93.75,101.56
2021,10,26,9,562,2.95,20.38,0,0.73,246.86,28.49,93.76,101.48
2021,10,26,10,705.35,4.78,25.19,0,0.76,309.67,21,93.74,101.34
2021,10,26,11,718.49,-999,28.13,0,0.71,324.95,17.11,93.69,101.21
2021,10,26,12,771.45,5.85,29.5,0,0.76,339.07,15.42,93.61,101.09
2021,10,26,13,698.2,4.7,30.32,0,0.75,306.9,14.36,93.53,100.98
2021,10,26,14,558.95,2.92,30.65,0,0.71,244.77,13.81,93.48,100.92
2021,10,26,15,335.4,1.15,30.5,0,0.59,159.48,13.68,93.46,100.89
2021,10,26,16,135.88,0.2,29.64,0,0.44,67.23,14.27,93.45,100.91
2021,10,26,17,11.7,0.03,25.66,0,0.26,5.25,18.23,93.47,101.03
2021,10,26,18,0,0,22.83,0,-999,0,22.15,93.52,101.16
2021,10,26,19,0,0,21.67,0,-999,0,24.42,93.57,101.25
2021,10,26,20,0,0,20.74,0,-999,0,26.48,93.61,101.32
2021,10,26,21,0,0,19.86,0,-999,0,28.36,93.63,101.37
2021,10,26,22,0,0,19.01,0,-999,0,30.1,93.65,101.4
2021,10,26,23,0,0,18.17,0,-999,0,31.8,93.64,101.42
2021,10,27,0,0,0,17.33,0,-999,0,33.68,93.65,101.45
2021,10,27,1,0,0,16.52,0,-999,0,35.61,93.64,101.46
2021,10,27,2,0,0,15.78,0,-999,0,37.5,93.64,101.49
2021,10,27,3,0,0,15.15,0,-999,0,39.49,93.64,101.5
2021,10,27,4,0,0,14.62,0,-999,0,41.58,93.65,101.53
2021,10,27,5,0,0,14.25,0,-999,0,43.89,93.68,101.57
2021,10,27,6,8.98,0,13.99,0,0.26,3.62,46.25,93.71,101.61
2021,10,27,7,128.82,0.15,15.43,0,0.45,56.44,43.87,93.75,101.61
2021,10,27,8,319.3,1.05,18.02,0,0.58,144.3,38.53,93.78,101.58
2021,10,27,9,496.15,2.55,20.91,0,0.65,229.73,33.16,93.8,101.51
2021,10,27,10,650.7,4.22,25.13,0,0.71,293.28,26.34,93.77,101.37
2021,10,27,11,662.8,5.2,28.77,0,0.66,327.23,19.06,93.72,101.22
2021,10,27,12,674.1,4.97,30.37,0,0.67,315.62,16.13,93.65,101.1
2021,10,27,13,505.62,3.53,31.25,0,0.54,283.02,14.54,93.56,100.99
2021,10,27,14,476.67,2.38,31.49,0,0.61,218.48,13.72,93.52,100.94
2021,10,27,15,295.23,0.95,31.07,0,0.52,134.92,13.55,93.51,100.94
2021,10,27,16,134.57,0.17,29.83,0,0.45,58.07,14.16,93.53,100.99
2021,10,27,17,11.07,0,25.99,0,0.26,4.45,17.32,93.57,101.13
2021,10,27,18,0,0,23.13,0,-999,0,20.35,93.63,101.27
2021,10,27,19,0,0,21.95,0,-999,0,21.71,93.68,101.35
2021,10,27,20,0,0,20.95,0,-999,0,22.9,93.71,101.41
2021,10,27,21,0,0,20.13,0,-999,0,23.65,93.71,101.43
2021,10,27,22,0,0,19.44,0,-999,0,23.62,93.7,101.44
2021,10,27,23,0,0,18.74,0,-999,0,24.04,93.68,101.45
2021,10,28,0,0,0,18.02,0,-999,0,25.8,93.67,101.45
2021,10,28,1,0,0,17.3,0,-999,0,28.21,93.64,101.45
2021,10,28,2,0,0,16.89,0,-999,0,29.73,93.64,101.45
2021,10,28,3,0,0,16.5,0,-999,0,30.55,93.64,101.46
2021,10,28,4,0,0,15.99,0,-999,0,31.48,93.65,101.49
2021,10,28,5,0,0,15.35,0,-999,0,32.98,93.66,101.52
2021,10,28,6,8.7,0,14.53,0,0.27,3.55,35.14,93.7,101.58
2021,10,28,7,136.68,0.17,15.89,0,0.48,58.88,32.71,93.74,101.58
2021,10,28,8,337.73,1.08,18.46,0,0.62,147.5,28.31,93.78,101.56
2021,10,28,9,528.45,2.65,21.55,0,0.69,232.1,23.67,93.8,101.5
2021,10,28,10,672.45,4.35,26.42,0,0.73,295.08,16.97,93.78,101.35
2021,10,28,11,747.9,5.5,28.52,0,0.75,329.05,13.89,93.75,101.26
2021,10,28,12,744.4,5.43,29.63,0,0.74,326.87,12.36,93.68,101.15
2021,10,28,13,675.25,4.4,30.28,0,0.73,296.48,11.69,93.61,101.06
2021,10,28,14,539.4,2.75,30.45,0,0.7,236.03,11.54,93.56,101.01
2021,10,28,15,347.8,1.15,30.1,0,0.62,153.23,11.74,93.54,101
2021,10,28,16,143.6,0.2,29.04,0,0.48,63.27,12.22,93.55,101.03
2021,10,28,17,7,0,24.97,0,0.17,4.55,15,93.58,101.17
2021,10,28,18,0,0,22.21,0,-999,0,17.05,93.62,101.29
2021,10,28,19,0,0,21.14,0,-999,0,17.91,93.67,101.37
2021,10,28,20,0,0,20.75,0,-999,0,18.53,93.69,101.41
2021,10,28,21,0,0,20.14,0,-999,0,19.75,93.7,101.43
2021,10,28,22,0,0,19.07,0,-999,0,21.93,93.71,101.46
2021,10,28,23,0,0,18.68,0,-999,0,23.44,93.7,101.47
2021,10,29,0,0,0,18.51,0,-999,0,24.54,93.7,101.47
2021,10,29,1,0,0,17.92,0,-999,0,26.34,93.69,101.48
2021,10,29,2,0,0,17.57,0,-999,0,27.59,93.68,101.48
2021,10,29,3,0,0,17.34,0,-999,0,28.45,93.68,101.48
2021,10,29,4,0,0,16.92,0,-999,0,29.53,93.69,101.5
2021,10,29,5,0,0,16.16,0,-999,0,31.25,93.72,101.56
2021,10,29,6,8.55,0,15.76,0,0.28,3.45,32.24,93.75,101.6
2021,10,29,7,143.05,0.17,17.12,0,0.51,61.7,29.65,93.78,101.59
2021,10,29,8,334.65,1.12,20.94,0,0.62,153.4,23.49,93.82,101.54
2021,10,29,9,536.17,2.75,23.56,0,0.71,238.9,20.03,93.85,101.5
2021,10,29,10,662.05,4.5,27.18,0,0.73,301.55,15.32,93.84,101.39
2021,10,29,11,708.08,5.53,28.71,0,0.71,335.03,13.89,93.79,101.3
2021,10,29,12,748.95,5.7,29.55,0,0.75,335.37,13.37,93.72,101.21
2021,10,29,13,643.17,4.5,29.94,0,0.7,304.2,13.17,93.67,101.14
2021,10,29,14,529.9,2.83,29.86,0,0.69,243.07,13.26,93.64,101.11
2021,10,29,15,355.73,1.17,29.49,0,0.64,158.7,13.59,93.65,101.13
2021,10,29,16,144.6,0.2,28.66,0,0.49,66.25,14.26,93.67,101.17
2021,10,29,17,7.68,0,27,0,0.2,4.47,15.71,93.69,101.24
2021,10,29,18,0,0,24.88,0,-999,0,17.77,93.71,101.31
2021,10,29,19,0,0,22.57,0,-999,0,20.42,93.72,101.38
2021,10,29,20,0,0,21.04,0,-999,0,22.48,93.72,101.43
2021,10,29,21,0,0,20.2,0,-999,0,23.87,93.73,101.46
2021,10,29,22,0,0,19.57,0,-999,0,25.22,93.74,101.49
2021,10,29,23,0,0,19.24,0,-999,0,26.07,93.73,101.49
2021,10,30,0,0,0,19.01,0,-999,0,26.65,93.72,101.48
2021,10,30,1,0,0,19.11,0,-999,0,26.68,93.71,101.47
2021,10,30,2,0,0,18.99,0,-999,0,27.09,93.72,101.48
2021,10,30,3,0,0,18.48,0,-999,0,28.25,93.72,101.5
2021,10,30,4,0,0,17.76,0,-999,0,29.65,93.75,101.55
2021,10,30,5,0,0,16.63,0,-999,0,31.46,93.8,101.63
2021,10,30,6,7.93,0,15.33,0,0.27,3.25,33.6,93.84,101.71
2021,10,30,7,136.05,0.17,16.32,0,0.5,59.18,30.82,93.87,101.72
2021,10,30,8,337.23,1.1,19,0,0.63,150.15,25.35,93.9,101.67
2021,10,30,9,526.95,2.72,21.85,0,0.7,234.18,21.09,93.9,101.6
2021,10,30,10,665.28,4.43,25.36,0,0.73,295.56,16.93,93.88,101.49
2021,10,30,11,733.5,5.53,29.24,0,0.74,327.83,13.15,93.86,101.36
2021,10,30,12,678.9,4.68,31.28,0,0.69,300.52,11.66,93.82,101.26
2021,10,30,13,560.1,3.65,32.11,0,0.61,270.89,11.25,93.77,101.19
2021,10,30,14,397.88,2.12,32.33,0,0.52,212.05,11.23,93.75,101.16
2021,10,30,15,225.38,0.85,31.99,0,0.41,133.11,11.7,93.75,101.17
2021,10,30,16,92.35,0.15,30.23,0,0.32,53.36,13.46,93.76,101.23
2021,10,30,17,5.82,0,26.65,0,0.16,3.7,17.99,93.79,101.35
2021,10,30,18,0,0,24.28,0,-999,0,23.19,93.84,101.47
2021,10,30,19,0,0,23.7,0,-999,0,26.58,93.9,101.55
2021,10,30,20,0,0,23.12,0,-999,0,29.56,93.95,101.61
2021,10,30,21,0,0,22.25,0,-999,0,32.35,93.99,101.68
2021,10,30,22,0,0,21.65,0,-999,0,34.14,94.02,101.73
2021,10,30,23,0,0,21.27,0,-999,0,35.08,94.04,101.77
2021,10,31,0,0,0,20.81,0,-999,0,35.9,94.06,101.8
2021,10,31,1,0,0,20.24,0,-999,0,36.88,94.08,101.84
2021,10,31,2,0,0,19.38,0,-999,0,38.98,94.11,101.89
2021,10,31,3,0,0,18.63,0,-999,0,41.55,94.12,101.93
2021,10,31,4,0,0,17.95,0,-999,0,44.69,94.14,101.96
2021,10,31,5,0,0,17.39,0,-999,0,48.05,94.17,102.01
2021,10,31,6,7.28,0,16.91,0,0.27,2.8,51.26,94.19,102.05
2021,10,31,7,105.97,0.12,18.14,0,0.39,50.61,48.88,94.21,102.03
2021,10,31,8,281.7,0.93,20.73,0,0.53,133.15,42.23,94.24,101.99
2021,10,31,9,466.77,2.33,23.74,0,0.62,215.5,31.38,94.25,101.92
2021,10,31,10,600.38,3.83,27.1,0,0.66,277.45,21.38,94.23,101.81
2021,10,31,11,663.62,4.85,29.1,0,0.67,310.75,17.97,94.18,101.71
2021,10,31,12,693.2,5.35,29.76,0,0.7,324.09,17.4,94.11,101.61
2021,10,31,13,623.35,4.18,30.22,0,0.69,293.5,17.35,94.03,101.52
2021,10,31,14,408.7,2.35,30.46,0,0.54,235.4,17.68,93.96,101.43
2021,10,31,15,257.62,0.98,30.54,0,0.47,150.71,18.11,93.92,101.39
2021,10,31,16,126.7,0.17,29.75,0,0.45,61.05,19.23,93.91,101.4
2021,10,31,17,9.38,0,26.09,0,0.28,3.83,23.94,93.93,101.51
2021,10,31,18,0,0,24.33,0,-999,0,26.65,93.97,101.61
2021,10,31,19,0,0,24,0,-999,0,27.25,94.02,101.67
2021,10,31,20,0,0,23.25,0,-999,0,28.41,94.03,101.71
2021,10,31,21,0,0,22.33,0,-999,0,29.64,94.02,101.72
2021,10,31,22,0,0,21.6,0,-999,0,30.11,94,101.71
2021,10,31,23,0,0,21.13,0,-999,0,29.79,93.98,101.7
2021,11,1,0,0,0,20.79,0,-999,0,29.62,93.96,101.69
2021,11,1,1,0,0,20.31,0.02,-999,0,30.13,93.95,101.7
2021,11,1,2,0,0,19.85,0.02,-999,0,30.93,93.96,101.72
2021,11,1,3,0,0,19.59,0.02,-999,0,31.76,93.95,101.72
2021,11,1,4,0,0,19.32,0,-999,0,33.18,93.96,101.74
2021,11,1,5,0,0,19.06,0,-999,0,35.15,93.97,101.76
2021,11,1,6,6.55,0,18.81,0,0.26,2.75,37.51,93.99,101.78
2021,11,1,7,101.75,0.15,19.51,0,0.38,53.85,37.97,94.03,101.8
2021,11,1,8,265.73,1.02,20.98,0,0.5,143.31,36.37,94.05,101.79
2021,11,1,9,404.3,2.4,22.9,0,0.54,226.47,33.32,94.06,101.74
2021,11,1,10,512.58,3.95,25.71,0,0.57,287.38,28.92,94.04,101.64
2021,11,1,11,542.62,4.72,29.08,0,0.55,319.7,24.29,93.99,101.51
2021,11,1,12,487.33,3.92,31.13,0,0.5,300.02,21.71,93.91,101.37
2021,11,1,13,494.98,3.38,31.96,0,0.55,266.47,20.53,93.82,101.25
2021,11,1,14,435.7,2.25,32.34,0,0.58,207.82,19.84,93.76,101.18
2021,11,1,15,285.52,0.95,32.29,0,0.53,129.75,19.61,93.73,101.14
2021,11,1,16,111.6,0.15,31.38,0,0.4,51.22,20.42,93.72,101.15
2021,11,1,17,8.25,0,27.52,0,0.26,3.28,25.34,93.72,101.26
2021,11,1,18,0,0,25.34,0,-999,0,28.69,93.75,101.34
